id;name;priceDate;price;isBudgetBrand;quantity;unit;isWeighted;isBio;isAvailable
7311041085837;FP MYSLI ØKO, 750 GR / Danmark;2024-03-28;10.63;false;750;g;false;true;true
5760466996419;Cheasy Fraiche 5%, 500 GR / Danmark;2025-11-14;18.0;false;500;g;false;false;true
7340083467738;Sf Chicken Pad Thai, 320 GR / Thailand;2025-11-07;28.0;false;320;g;false;false;true
5701090067298;Haribo Lakrids Svesker, 375 GR / Danmark;2025-05-16;32.0;false;375;g;false;false;true
7322540853377;Tena Lady Discreet Mini, 20 ST / Holland;2025-11-18;45.0;false;20;stk;false;false;true
5701410411275;Gestus Grøntsagsblanding, 500 GR / Polen;2025-11-14;12.0;false;500;g;false;false;true
7048352045600;Classic Cocktail Rasp12,5Y, 150 CL / Finland;2025-10-16;90.0;false;1500;ml;false;false;true
7622210308160;Stimorol Air Rush Eucalyp., 3 GR / Polen;2025-03-26;19.95;false;3;g;false;false;true
8710398518705;Quaker Crusli Rosin, 450 GR / Holland;2025-02-22;25.0;false;450;g;false;false;true
5740700980916;Sprite 24 X 33 Cl Dåser, 792 CL / Danmark;2025-04-07;69.95;false;7920;ml;false;false;true
7613034994745;Adventuros Sticks, 90 GR / Tyskland;2025-11-08;15.5;false;90;g;false;false;true
3388600000413;Dalfour Mirabelle Marm., 284 GR / Frankrig;2025-09-13;20.0;false;284;g;false;false;true
8710522906996;KNORR SNACKPOT TOMAT/BACON, 57 GR / Tyskland;2024-03-14;11.0;false;57;g;false;false;true
90424021;Red Bull Blue Spec Edition, 25 CL / Østrig;2025-11-14;12.0;false;250;ml;false;false;true
5775345204295;Sun Lolly Æble Øko, 420 CL / Danmark;2025-03-28;15.0;false;4200;ml;false;true;true
5704634191923;Buenos Tiempos Red, 300 CL / Spanien;2025-09-01;99.95;false;3000;ml;false;false;true
5707093071720;Rg Hamburgerryg 1,2-1,5, 1200 GR / Danmark;2025-09-05;99.95;false;1200;g;false;false;true
5774540959146;A.B. Chokoladeæg Mørk Skal, 80 GR / Danmark;2025-04-23;15.0;false;80;g;false;false;true
5702071501978;Longo Vital Classic, 180 ST / Danmark;2025-09-20;109.95;false;180;stk;false;false;true
8436539769613;71 Grados Rose 23 12,5%, 75 CL / Spanien;2025-11-12;45.0;false;750;ml;false;false;true
7312360074236;BLOMSTERKARSE RØD, 1 ST / Sverige;2024-06-16;16.48;false;1;stk;false;false;true
5707735944788;Grøntsagsmix Red Curry, 450 GR / Polen;2025-09-05;12.0;false;450;g;false;false;true
4022724507418;Kesseler Michelmark 13%, 75 CL / Tyskland;2025-05-17;79.95;false;750;ml;false;false;true
7340001800494;Barebells Pro Bar Cara/Cas, 55 GR / Østrig;2025-08-30;15.0;false;55;g;false;false;true
5707196079326;Livretter Pølsemix, 500 GR / Danmark;2025-11-14;28.0;false;500;g;false;false;true
7622201801434;Marabou Bar Schweizernøt, 43 GR / Sverige;2025-01-17;12.95;false;43;g;false;false;true
8712100889233;Solero Exotic, 1 St / England;2024-10-18;11.0;false;1;stk;false;false;true
3080216034645;Grimbergen Double, 33 CL / Frankrig;2025-11-02;13.0;false;330;ml;false;false;true
5701058010823;Urt Mysli Gran.Æb/Spel Øko, 450 ST / Danmark;2025-11-05;38.21;false;450;stk;false;true;true
7314881561707;Tegneblok A4 36Sider, 1 ST / Kina;2024-09-03;20.0;false;1;stk;false;false;true
5713848111726;Oles Pizza Skinke Øko, 440 GR / Danmark;2025-11-07;65.0;false;440;g;false;true;true
5707735944771;Grøntsagsmix Bolognaise, 450 GR / Polen;2025-11-14;12.0;false;450;g;false;false;true
7311041073896;Sb Stege/Bagemargarine, 500 GR / Danmark;2025-10-14;10.95;false;500;g;false;false;true
400;Rabarber, 1 ST / Danmark;2025-05-29;25.0;false;1;stk;false;false;true
5701302202837;SERVIET 25CM 3-LAG BLAD, 20 ST / Tyskland;2024-01-24;10.0;false;20;stk;false;false;true
5707535006105;Mongolian Chicken, 500 GR / Danmark;2025-11-14;39.95;false;500;g;false;false;true
7311041088913;Fp Toastost I Skiver, 200 GR / Østrig;2025-10-14;11.95;false;200;g;false;false;true
57089515;Schweppes Ginger Ale, 125 CL / Danmark;2025-11-14;16.0;false;1250;ml;false;false;true
5704383008305;Julekugler Mælkechokolade, 70 G / Italien;2024-12-30;10.0;false;70;g;false;false;true
5701157477077;Omhu Marmelade Havtorn Øko, 250 GR / Danmark;2025-11-14;25.0;false;250;g;false;true;true
5000159527088;Be-Kind Peanutbutter Prote, 50 GR / Østrig;2025-04-13;8.0;false;50;g;false;false;true
4022214000733;Teetotaler Riesling 0%, 75 CL / Tyskland;2025-04-13;59.95;false;750;ml;false;false;true
5715049106471;LYSKÆDE 20LED KOBBER 1,9M, 1 ST / Kina;2024-11-22;14.95;false;1;stk;false;false;true
